vendor_name,category
Leo Stores,Groceries
Mohan Stores,Groceries
Nutan Stores,Groceries
Om Sai Stores,Groceries
Priya Stores,Groceries
Queen Mart,Groceries
Raja Stores,Groceries
Surya Stores,Groceries
Trishul Stores,Groceries
Urja Stores,Groceries
Vijay Sales,Groceries
Well Mart,Groceries
Yashwant Stores,Groceries
Zoom Stores,Groceries
Amar Stores,Groceries
Bhavani Stores,Groceries
Chandan Stores,Groceries
Dream Mart,Groceries
Everest Stores,Groceries
Family Mart,Groceries
Green Stores,Groceries
Happiness Stores,Groceries
Imperial Stores,Groceries
Jai Hind Stores,Groceries
Kasturi Stores,Groceries
Lotus Stores,Groceries
Mangesh Stores,Groceries
Nisarg Stores,Groceries
Oasis Stores,Groceries
Prakash Stores,Groceries
Quick Buy,Groceries
Roopam Stores,Groceries
Sai Krupa Stores,Groceries
Tara Stores,Groceries
Uttam Stores,Groceries
Vishal Stores,Groceries
Wonder Mart,Groceries
Xerox Stores,Groceries
Yuvraj Stores,Groceries
Zest Mart,Groceries
Aastha Stores,Groceries
Balan Stores,Groceries
Chhota Bazaar,Groceries
Dosti Stores,Groceries
Elite Stores,Groceries
Famous Stores,Groceries
Ganesh Kirana,Groceries
Hira Stores,Groceries
Icon Stores,Groceries
Jolly Stores,Groceries
Kaka Kirana,Groceries
Laxmi Kirana,Groceries
Maa Bhagwati Stores,Groceries
Navkar Stores,Groceries
Oberoi Mart,Groceries
Pari Stores,Groceries
Quick Stop,Groceries
Rasoi Stores,Groceries
Sai Dham Stores,Groceries
Trupti Stores,Groceries
Umiya Stores,Groceries
Vardhaman Stores,Groceries
Wow Mart,Groceries
Xcell Stores,Groceries
Yashoda Stores,Groceries
Zoro Stores,Groceries
Agrawal Stores,Groceries
Babu Stores,Groceries
Chhota D-Mart,Groceries
Dhanashri Stores,Groceries
Eagle Stores,Groceries
Falgun Stores,Groceries
Gopal Stores,Groceries
Hari Stores,Groceries
Ishwar Stores,Groceries
Jai Mata Di Stores,Groceries
Krishna Kirana,Groceries
Lucky Kirana,Groceries
Maa Laxmi Stores,Groceries
New Star Stores,Groceries
Om Namah Shivay Stores,Groceries
Prasad Stores,Groceries
Quality Kirana,Groceries
Rajesh Stores,Groceries
Shree Krishna Stores,Groceries
Tulsi Kirana,Groceries
Uma Stores,Groceries
Vijay Kirana,Groceries
White House Stores,Groceries
Xeno Stores,Groceries
Yash Kirana,Groceries
Zee Stores,Groceries
Aryan Stores,Groceries
Bharat Provision Store,Groceries
Champion Stores,Groceries
Dipak Stores,Groceries
Eshwar Stores,Groceries
Friends Stores,Groceries
Guru Stores,Groceries
Harsh Stores,Groceries
Ideal Kirana,Groceries
Jai Santoshi Stores,Groceries
Kaka Ke Kirana,Groceries
Laxmi Provision Store,Groceries
Maa Durga Stores,Groceries
Nilkanth Stores,Groceries
Om Provision Store,Groceries
Prakash Kirana,Groceries
Quick Service Stores,Groceries
Rahul Stores,Groceries
Sai Provision Store,Groceries
Trimurti Stores,Groceries
Umesh Stores,Groceries
Vishal Kirana,Groceries
Wagh Stores,Groceries
Xylo Stores,Groceries
Yogesh Stores,Groceries
Zara Kirana,Groceries
Amba Stores,Groceries
Bhola Stores,Groceries
Chhota Bazaar Kirana,Groceries
Dhanlaxmi Kirana,Groceries
Evergreen Kirana,Groceries
Fair Deal Stores,Groceries
Ganesh Provision Store,Groceries
Hari Kirana,Groceries
Ishwar Kirana,Groceries
Jai Bhavani Stores,Groceries
Kaka Ke Store,Groceries
Laxmi Bhandar,Groceries
Maa Vaishno Stores,Groceries
New Provision Store,Groceries
Om Shanti Stores,Groceries
Prasad Kirana,Groceries
Quality Provision Store,Groceries
Raj Kirana,Groceries
Shiv Kirana,Groceries
Tulsi Bhandar,Groceries
Uma Kirana,Groceries
Vijay Provision Store,Groceries
White House Kirana,Groceries
Xeno Kirana,Groceries
Yash Bhandar,Groceries
Zee Kirana,Groceries
Amar Kirana,Groceries
Bharat Bhandar,Groceries
Chandan Kirana,Groceries
Dream Kirana,Groceries
Everest Kirana,Groceries
Family Kirana,Groceries
Green Bhandar,Groceries
Happiness Kirana,Groceries
Imperial Kirana,Groceries
Jai Hind Kirana,Groceries
Kasturi Bhandar,Groceries
Lotus Kirana,Groceries
Mangesh Kirana,Groceries
Nisarg Bhandar,Groceries
Oasis Kirana,Groceries
Prakash Bhandar,Groceries
Quick Kirana,Groceries
Roopam Kirana,Groceries
Sai Krupa Kirana,Groceries
Tara Bhandar,Groceries
Uttam Kirana,Groceries
Vishal Bhandar,Groceries
Wonder Kirana,Groceries
Xerox Kirana,Groceries
Yuvraj Bhandar,Groceries
Zest Kirana,Groceries
Aastha Kirana,Groceries
Balan Bhandar,Groceries
Chhota Kirana,Groceries
Dosti Kirana,Groceries
Elite Kirana,Groceries
Famous Bhandar,Groceries
Ganesh Bhandar,Groceries
Hira Kirana,Groceries
Icon Kirana,Groceries
Jolly Bhandar,Groceries
Kaka Bhandar,Groceries
Laxmi Supermarket,Groceries
Maa Bhagwati Kirana,Groceries
Navkar Bhandar,Groceries
Oberoi Kirana,Groceries
Pari Bhandar,Groceries
Quick Bazaar,Groceries
Rasoi Kirana,Groceries
Sai Dham Kirana,Groceries
Trupti Bhandar,Groceries
Umiya Kirana,Groceries
Vardhaman Bhandar,Groceries
Wow Kirana,Groceries
Xcell Bhandar,Groceries
Yashoda Kirana,Groceries
Zoro Kirana,Groceries
Agrawal Kirana,Groceries
Babu Bhandar,Groceries
Chhota Supermarket,Groceries
Dhanashri Kirana,Groceries
Eagle Bhandar,Groceries
Falgun Kirana,Groceries
Gopal Bhandar,Groceries
Hari Bhandar,Groceries
Ishwar Bhandar,Groceries
Jai Mata Di Kirana,Groceries
Krishna Supermarket,Groceries
Lucky Supermarket,Groceries
Maa Laxmi Kirana,Groceries
New Star Kirana,Groceries
Om Namah Shivay Kirana,Groceries
Prasad Bhandar,Groceries
Quality Supermarket,Groceries
Rajesh Kirana,Groceries
Shree Krishna Kirana,Groceries
Tulsi Supermarket,Groceries
Uma Bhandar,Groceries
Vijay Supermarket,Groceries
White House Bhandar,Groceries
Xeno Supermarket,Groceries
Yash Supermarket,Groceries
INOX Cinemas,Entertainment
PVR Cinemas,Entertainment
Cinepolis,Entertainment
CityPride Multiplex,Entertainment
E-Square Cinema,Entertainment
Mangala Theater,Entertainment
Victory Theater,Entertainment
Alaka Talkies,Entertainment
Aparna Theater,Entertainment
Ashok Talkies,Entertainment
Big Cinemas,Entertainment
Carnival Cinemas,Entertainment
Liberty Cinema,Entertainment
Maxus Cinemas,Entertainment
Q Cinemas,Entertainment
Gold Cinema,Entertainment
Fame Cinemas,Entertainment
Neelayam Theater,Entertainment
Icon Cinemas,Entertainment
Kamal Talkies,Entertainment
Adlabs Imagica,Entertainment
EsselWorld,Entertainment
Water Kingdom,Entertainment
Snow World,Entertainment
Della Adventure Park,Entertainment
Wonderla,Entertainment
KidZania,Entertainment
Fun City,Entertainment
Funtasia,Entertainment
Jumping Joe,Entertainment
Shivsrushti,Entertainment
Taraporewala Aquarium,Entertainment
Bal Gandharva Rang Mandir,Entertainment
Ravindra Natya Mandir,Entertainment
Shanmukhananda Hall,Entertainment
NSCI Dome,Entertainment
Jyotsna Bhole Sabhagriha,Entertainment
Ganesh Kala Krida Manch,Entertainment
Sawai Gandharva Hall,Entertainment
Yashwantrao Chavan Natyagriha,Entertainment
Tilak Smarak Mandir,Entertainment
St. Andrews Auditorium,Entertainment
Hard Rock Cafe,Entertainment
High Spirits,Entertainment
The Piano Man,Entertainment
Not Just Jazz by the Bay,Entertainment
AER Lounge,Entertainment
Indigo Live Music Bar,Entertainment
Bonobo,Entertainment
Social,Entertainment
Olive Bar & Kitchen,Entertainment
Blue Frog (Historic),Entertainment
Kala Ghoda Arts Festival,Entertainment
Elephanta Festival,Entertainment
Pune International Film Festival,Entertainment
Mumbai Film Festival,Entertainment
Sawai Gandharva Music Festival,Entertainment
Ganesh Festival Pandals,Entertainment
Diwali Melas,Entertainment
Banganga Festival,Entertainment
Hornbill Festival,Entertainment
Vasantotsav,Entertainment
Phoenix Marketcity,Entertainment
Amanora Mall,Entertainment
Inorbit Mall,Entertainment
R City Mall,Entertainment
Viviana Mall,Entertainment
Korum Mall,Entertainment
Seasons Mall,Entertainment
Ishanya Mall,Entertainment
The Pavilion Mall,Entertainment
Treasure Island Mall,Entertainment
Shiamak Davar Institute,Entertainment
Terence Lewis Academy,Entertainment
Nalanda Dance Research Centre,Entertainment
Kathak Kendra,Entertainment
Shankar Mahadevan Academy,Entertainment
Natyasampada Theater Group,Entertainment
Prithvi Theater,Entertainment
Q Theatre Productions,Entertainment
Rage Productions,Entertainment
Aasakta Kalamanch,Entertainment
Bombay Exhibition Centre,Entertainment
Pune International Exhibition Centre,Entertainment
Jio World Convention Centre,Entertainment
Nesco Centre,Entertainment
Mumbai Exhibition Centre,Entertainment
Balewadi Sports Complex,Entertainment
Shiv Chhatrapati Sports Complex,Entertainment
Mahalaxmi Racecourse,Entertainment
Pune Race Course,Entertainment
Royal Western India Turf Club,Entertainment
Comic Con India,Entertainment
Prithvi Cafe (Theater Annex),Entertainment
Kalidas Kala Mandir,Entertainment
Bhaidas Hall,Entertainment
Chhabildas Theater,Entertainment
Savitribai Phule Pune University,Education
Fergusson College,Education
Symbiosis International University,Education
MIT World Peace University,Education
Bharati Vidyapeeth University,Education
COEP Technological University,Education
Vishwakarma Institute of Technology,Education
D.Y. Patil College of Engineering,Education
Indira Institute of Management,Education
Sinhgad College of Engineering,Education
Maharashtra Institute of Technology (MIT Pune),Education
AISSMS College of Engineering,Education
"Modern College of Arts, Science and Commerce",Education
B. J. Medical College,Education
Flame University,Education
Army Institute of Technology,Education
International Institute of Information Technology (I²IT),Education
Pune Institute of Computer Technology (PICT),Education
Balaji Institute of Modern Management (BIMM),Education
Tilak Maharashtra Vidyapeeth,Education
Dr. D.Y. Patil Vidyapeeth,Education
NICMAR University,Education
Symbiosis Institute of Business Management (SIBM),Education
Vishwakarma Institute of Information Technology (VIIT),Education
ISB&M,Education
MIT College of Engineering,Education
MIT School of Management,Education
MIT School of Business,Education
Sinhgad Institute of Management,Education
Sinhgad College of Architecture,Education
Sinhgad Institute of Technology and Science,Education
International School of Management Studies (ISMS),Education
G.H. Raisoni College of Engineering and Management,Education
Jayawantrao Sawant College of Engineering,Education
Rajarshi Shahu College of Engineering,Education
PCCOE (Pimpri Chinchwad College of Engineering),Education
JSPM Narhe Technical Campus,Education
JSPM RSCOE,Education
JSPM TSSM’s Bhivarabai Sawant College of Engineering,Education
D. Y. Patil Institute of Management,Education
Balaji Law College,Education
Marathwada Mitra Mandal's College of Engineering (MMCOE),Education
Zeal College of Engineering and Research,Education
Trinity College of Engineering and Research,Education
Sinhgad Academy of Engineering,Education
Allana Institute of Management Sciences,Education
Indira School of Business Studies,Education
Indira College of Engineering and Management,Education
"MIT Art, Design and Technology University",Education
National Institute of Bank Management (NIBM),Education
National Defence Academy (NDA),Education
Indian Institute of Science Education and Research (IISER),Education
College of Military Engineering (CME),Education
Central Institute of Road Transport (CIRT),Education
Deccan College Post-Graduate and Research Institute,Education
Government College of Engineering and Research,Education
Pune Vidyarthi Griha’s College of Engineering and Technology,Education
MKSSS's Cummins College of Engineering for Women,Education
Symbiosis Law School,Education
Bharati Vidyapeeth Deemed University College of Engineering,Education
Padmashree Dr. D.Y. Patil Institute of Management Studies,Education
Balaji Institute of Telecom & Management,Education
Balaji Institute of International Business,Education
Balaji Institute of Management and Human Resource Development,Education
Sinhgad Institute of Management and Computer Application,Education
MIT School of Technology Management,Education
"D.Y. Patil Institute of Engineering, Management and Research",Education
JSPM’s Imperial College of Engineering and Research,Education
JSPM’s Jayawantrao Sawant Institute of Management and Research,Education
ISMR Business School,Education
Symbiosis Institute of Technology,Education
Suryadatta Institute of Management,Education
Pune Business School,Education
ASM Institute of Business Management and Research (IBMR),Education
PIBM (Pune Institute of Business Management),Education
MIT World Peace University - School of Business,Education
Vishwakarma University,Education
D.Y. Patil International University,Education
Kirloskar Institute of Advanced Management Studies (KIAMS),Education
Institute of Management and Entrepreneurship Development (IMED),Education
MIT School of Distance Education,Education
Ajeenkya DY Patil University,Education
Symbiosis Institute of Media and Communication,Education
IIMS Pune (International Institute of Management Studies),Education
Indira School of Communication,Education
Lexicon Management Institute of Leadership and Excellence,Education
Lotus Business School,Education
International Institute of Hotel Management (IIHM Pune),Education
Bharati Vidyapeeth’s Institute of Hotel Management and Catering Technology,Education
Army Institute of Law,Education
Symbiosis Institute of Telecom Management,Education
National Institute of Construction Management and Research (NICMAR),Education
DYPDC Center for Automotive Research and Studies,Education
Symbiosis Institute of Design,Education
Global Business School & Research Centre,Education
MIT Institute of Design,Education
Balaji Institute of Management Studies,Education
Trinity Institute of Management & Research,Education
Pune Vidyarthi Griha’s Institute of Management,Education
International School of Business & Media (ISB&M),Education
Om Xerox,Education
Shree Stationery,Education
Sai Xerox & Stationery,Education
Gurukrupa Xerox,Education
Mahalaxmi Stationers,Education
Ajinkya Xerox,Education
Yash Stationery,Education
Jadhav Xerox,Education
Shubham Stationery,Education
Ramesh Xerox Centre,Education
Balaji Stationers,Education
Pune Xerox Point,Education
Omkar Stationery Mart,Education
Swami Xerox & Print,Education
Kothrud Xerox,Education
Shree Ganesh Stationery,Education
A1 Xerox & Lamination,Education
Rajdeep Stationers,Education
Bhosale Xerox,Education
College Road Stationery,Education
Prathamesh Xerox Center,Education
Deepak Stationery,Education
Shivneri Xerox,Education
Rahul Stationers,Education
Samarth Xerox,Education
Vijay Xerox & Print,Education
Laxmi Stationery & Xerox,Education
Tapkir Stationery,Education
Sahil Xerox Corner,Education
Om Sai Stationery,Education
Siddhi Xerox,Education
Nikhil Stationers,Education
Vaibhav Xerox,Education
Aditya Stationery Depot,Education
Rutuja Xerox & Stationery,Education
City Xerox Point,Education
Classic Stationery,Education
Ashok Xerox,Education
Dhanashree Stationers,Education
Corner Xerox Shop,Education
Anand Stationery,Education
Shree Xerox & Stationery,Education
Sagar Stationery Shop,Education
Kamal Print & Stationery,Education
Ramesh Xerox Services,Education
Prakash Stationery,Education
Shiv Stationery Mart,Education
Vikas Xerox Shop,Education
Raj Stationery & Xerox,Education
Pune Stationery Shop,Education
Gajanan Xerox Services,Education
Harsh Paper Mart,Education
Soni Stationery & Print,Education
Mangesh Xerox Center,Education
Tara Stationery,Education
Deepak Xerox & Stationery,Education
Ashok Paper Supplies,Education
Suresh Xerox & Copy Center,Education
Desai Stationery,Education
Balu Xerox Services,Education
Kiran Stationery,Education
Shubham Paper & Print,Education
Mayur Xerox Shop,Education
Kamble Stationery,Education
Mandar Xerox Center,Education
Ajay Print & Stationery,Education
Rani Xerox Center,Education
Shakti Paper Mart,Education
Jadhav Stationery & Xerox,Education
Tanvi Stationery Store,Education
Abhay Xerox Services,Education
Mehta Stationery & Copy,Education
Bharat Stationery,Education
Neha Xerox & Print,Education
Gaurav Paper Mart,Education
Snehal Xerox,Education
Kiran Paper Shop,Education
Sadhana Stationery,Education
Vivek Xerox Solutions,Education
Tushar Stationery,Education
Sharad Xerox Shop,Education
Yash Stationery & Print,Education
Shree Paper Mart,Education
Anjali Xerox Center,Education
Sunil Stationery & Print,Education
Deepak Xerox Solutions,Education
Rekha Paper Shop,Education
Nilesh Stationery & Xerox,Education
Lokesh Paper Supplies,Education
Arvind Xerox,Education
Satish Stationery,Education
Rajesh Xerox Center,Education
Sonal Paper Mart,Education
Umesh Stationery & Print,Education
Vaibhav Xerox Solutions,Education
Sheetal Stationery,Education
Rajani Xerox Shop,Education
Sandeep Paper Supplies,Education
Manish Stationery & Xerox,Education
Pravin Paper Mart,Education
Kalyani Xerox,Education
Devendra Stationery,Education
Aarti Xerox Solutions,Education
Pooja Print & Stationery,Education
Kiran Paper & Xerox,Education
Rohan Stationery Shop,Education
Ajeet Xerox,Education
Gita Paper & Print,Education
Milind Stationery Center,Education
Sumit Xerox Services,Education
Pallavi Stationery,Education
Sudhir Xerox Mart,Education
Shailesh Paper Shop,Education
Mayuri Stationery & Print,Education
Uday Xerox Shop,Education
Kunal Paper Mart,Education
Sheetal Xerox Center,Education
Amit Stationery & Print,Education
Meenal Xerox Shop,Education
Ravi Paper & Xerox,Education
Raj Stationery & Copy,Education
Umesh Xerox Shop,Education
Sushil Stationery Mart,Education
Bharti Xerox Center,Education
Jitendra Paper & Print,Education
Pradeep Stationery,Education
Neelam Xerox & Stationery,Education
Santosh Paper Mart,Education
Manju Xerox Solutions,Education
Bhavesh Paper Shop,Education
Radhika Xerox & Print,Education
Prashant Stationery,Education
Sheetal Paper Mart,Education
Jagdish Xerox Services,Education
Rajendra Stationery,Education
Anjali Xerox Center,Education
Pravin Print Shop,Education
Dev Xerox Solutions,Education
Ganesh Paper Mart,Education
Ramesh Print & Stationery,Education
Kiran Paper & Xerox,Education
Lokendra Stationery,Education
Vikram Xerox & Print,Education
Neha Paper Shop,Education
Shubham Xerox Center,Education
Prachi Stationery & Xerox,Education
Avinash Print Mart,Education
Devika Xerox & Stationery,Education
Tejas Paper Shop,Education
Sanjay Xerox Services,Education
Manoj Stationery & Copy,Education
Nandini Xerox Center,Education
Priya Paper Mart,Education
Mukesh Stationery & Print,Education
Rupal Xerox Shop,Education
Samir Paper Shop,Education
Shubhi Xerox Solutions,Education
Nisha Stationery & Print,Education
Suraj Xerox Shop,Education
Deepa Paper Mart,Education
